date,code,open,high,low,close,volume,stock_code,stock_name,market
2022-01-04,sz.300442,42.86,43.2,42.4,42.86,818100.0,300442,润泽科技,SZ
2022-01-05,sz.300442,43.5,43.95,42.55,42.73,1194400.0,300442,润泽科技,SZ
2022-01-06,sz.300442,43.02,43.34,42.55,43.0,711700.0,300442,润泽科技,SZ
2022-01-07,sz.300442,43.01,43.39,42.5,42.85,1163985.0,300442,润泽科技,SZ
2022-01-10,sz.300442,42.96,43.52,42.55,42.88,844600.0,300442,润泽科技,SZ
2022-01-11,sz.300442,43.1,43.35,42.5,42.83,749600.0,300442,润泽科技,SZ
2022-01-12,sz.300442,42.62,45.22,42.61,44.94,1946600.0,300442,润泽科技,SZ
2022-01-13,sz.300442,44.94,45.48,43.8,45.24,1328100.0,300442,润泽科技,SZ
2022-01-14,sz.300442,45.24,45.8,44.62,45.54,728000.0,300442,润泽科技,SZ
2022-01-17,sz.300442,45.7,45.73,43.56,43.99,1773865.0,300442,润泽科技,SZ
2022-01-18,sz.300442,43.8,47.0,43.51,45.76,2940667.0,300442,润泽科技,SZ
2022-01-19,sz.300442,46.0,46.0,44.21,44.4,1745200.0,300442,润泽科技,SZ
2022-01-20,sz.300442,44.31,44.7,42.7,42.85,1030200.0,300442,润泽科技,SZ
2022-01-21,sz.300442,42.92,43.22,42.2,42.89,470500.0,300442,润泽科技,SZ
2022-01-24,sz.300442,42.8,43.49,42.0,42.19,677600.0,300442,润泽科技,SZ
2022-01-25,sz.300442,42.01,42.38,41.2,41.28,754200.0,300442,润泽科技,SZ
2022-01-26,sz.300442,41.79,42.3,41.35,41.68,439100.0,300442,润泽科技,SZ
2022-01-27,sz.300442,41.46,41.95,40.96,41.05,492200.0,300442,润泽科技,SZ
2022-01-28,sz.300442,41.1,42.19,40.36,41.61,521700.0,300442,润泽科技,SZ
2022-02-07,sz.300442,41.95,42.6,41.35,41.9,565200.0,300442,润泽科技,SZ
2022-02-08,sz.300442,41.83,42.59,41.51,41.72,441900.0,300442,润泽科技,SZ
2022-02-09,sz.300442,41.5,42.5,41.5,42.11,391246.0,300442,润泽科技,SZ
2022-02-10,sz.300442,41.99,42.25,41.65,41.95,297400.0,300442,润泽科技,SZ
2022-02-11,sz.300442,41.96,42.0,41.4,41.78,408700.0,300442,润泽科技,SZ
2022-02-14,sz.300442,41.97,42.2,40.78,41.07,550726.0,300442,润泽科技,SZ
2022-02-15,sz.300442,40.99,41.21,40.55,40.9,521400.0,300442,润泽科技,SZ
2022-02-16,sz.300442,40.9,41.28,40.65,41.1,279300.0,300442,润泽科技,SZ
