date,code,open,high,low,close,volume,stock_code,stock_name,market
2026-02-09,sh.688795,548.0,570.0,543.11,564.88,2533358,688795,摩尔线程,SH
2026-02-10,sh.688795,560.01,587.0,559.44,573.0,2436287,688795,摩尔线程,SH
2026-02-11,sh.688795,568.0,568.0,555.13,564.0,1425377,688795,摩尔线程,SH
2026-02-12,sh.688795,563.9,586.67,560.22,581.8,2153962,688795,摩尔线程,SH
2026-02-13,sh.688795,578.25,587.98,573.61,575.5,1381600,688795,摩尔线程,SH
2026-02-24,sh.688795,586.0,596.0,574.0,591.38,2064006,688795,摩尔线程,SH
2026-02-25,sh.688795,589.8,593.5,581.1,587.8,1350433,688795,摩尔线程,SH
2026-02-26,sh.688795,588.88,615.0,585.49,608.05,2943304,688795,摩尔线程,SH
2026-02-27,sh.688795,598.0,618.0,588.57,608.3,2582013,688795,摩尔线程,SH
2026-03-02,sh.688795,593.01,593.8,578.87,585.13,2482084,688795,摩尔线程,SH
2026-03-03,sh.688795,586.01,587.99,547.0,547.4,2769821,688795,摩尔线程,SH
2026-03-04,sh.688795,541.0,571.0,540.55,558.99,1814173,688795,摩尔线程,SH
2026-03-05,sh.688795,570.0,586.8,563.0,579.89,2472605,688795,摩尔线程,SH
2026-03-06,sh.688795,573.97,586.8,570.2,581.0,1482515,688795,摩尔线程,SH
2026-03-09,sh.688795,570.03,571.99,551.38,568.5,1802054,688795,摩尔线程,SH
2026-03-10,sh.688795,579.0,585.43,573.26,579.86,1273560,688795,摩尔线程,SH
2026-03-11,sh.688795,580.54,590.5,573.09,573.2,1832697,688795,摩尔线程,SH
2026-03-12,sh.688795,569.84,573.0,553.0,557.18,1502381,688795,摩尔线程,SH
2026-03-13,sh.688795,554.25,561.9,548.1,549.47,1153994,688795,摩尔线程,SH
2026-03-16,sh.688795,546.62,555.05,534.05,554.75,1385675,688795,摩尔线程,SH
2026-03-17,sh.688795,556.0,575.2,553.0,559.24,2061464,688795,摩尔线程,SH
2026-03-18,sh.688795,556.0,565.89,545.0,562.5,1552854,688795,摩尔线程,SH
2026-03-19,sh.688795,551.99,558.87,546.41,548.7,1211564,688795,摩尔线程,SH
2026-03-20,sh.688795,547.99,561.49,547.99,548.63,1476520,688795,摩尔线程,SH
2026-03-23,sh.688795,535.0,535.0,503.06,505.32,2056774,688795,摩尔线程,SH
2026-03-24,sh.688795,515.99,555.0,506.03,548.96,2873212,688795,摩尔线程,SH
2026-03-25,sh.688795,541.06,573.28,541.04,563.68,2487902,688795,摩尔线程,SH
2026-03-26,sh.688795,559.01,570.99,555.66,558.5,1666373,688795,摩尔线程,SH
2026-03-27,sh.688795,547.69,559.01,543.61,552.5,1202129,688795,摩尔线程,SH
2026-03-30,sh.688795,541.45,565.98,541.0,556.1,1549359,688795,摩尔线程,SH
2026-03-31,sh.688795,563.0,577.5,557.87,557.87,1969847,688795,摩尔线程,SH
2026-04-01,sh.688795,569.0,579.75,560.0,571.7,2348967,688795,摩尔线程,SH
2026-04-02,sh.688795,566.04,571.0,551.0,551.94,1590458,688795,摩尔线程,SH
2026-04-03,sh.688795,556.44,599.31,555.0,578.9,4054258,688795,摩尔线程,SH
